ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,MONTH,MONTHS,YEAR,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,ORDER_YEAR,ORDER_MONTH,ORDER_QUARTER,PROFIT,COST,PROFIT_MARGIN,CUSTOMER_TYPE,TOTAL_ORDERS,AVG_ORDER_VALUE,PROFIT_PER_UNIT,DEALSIZE_SEGMENT
10306,39,90.4,8,3525.6,10/14/2019,October,10,2019,0,Shipped,Vintage Cars,87,S18_4522,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,10,2019Q4,705.12,2820.48,0.23,Repeat,3,3094.270784,18.08,Medium
10306,29,110.6,7,3207.4,10/14/2019,October,10,2019,0,Shipped,Ships,122,S24_2011,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,10,2019Q4,641.48,2565.92,0.12,Repeat,3,3094.270784,22.12,Medium
10306,31,84.08,2,2606.48,10/14/2019,October,10,2019,0,Shipped,Vintage Cars,88,S24_3151,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,10,2019Q4,521.296,2085.184,0.16,Repeat,3,3094.270784,16.82,Small
10306,46,50.33,17,2315.18,10/14/2019,October,10,2019,0,Shipped,Trains,62,S32_3207,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,10,2019Q4,463.036,1852.144,0.01,Repeat,3,3094.270784,10.07,Small
10306,34,60.34,15,2051.56,10/14/2019,October,10,2019,0,Shipped,Trains,58,S50_1514,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,10,2019Q4,410.312,1641.248,0.23,Repeat,3,3094.270784,12.07,Small
10306,50,54,3,2700,10/14/2019,October,10,2019,0,Shipped,Ships,66,S700_1138,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,10,2019Q4,540,2160,0.02,Repeat,3,3094.270784,10.8,Small
10306,38,91.81,10,3488.78,10/14/2019,October,10,2019,0,Shipped,Ships,86,S700_1938,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,10,2019Q4,697.756,2791.024,0.25,Repeat,3,3094.270784,18.36,Medium
10306,43,75.17,1,3232.31,10/14/2019,October,10,2019,0,Shipped,Ships,72,S700_2610,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,10,2019Q4,646.462,2585.848,0.23,Repeat,3,3094.270784,15.03,Medium
10306,32,90.15,4,2884.8,10/14/2019,October,10,2019,0,Shipped,Ships,100,S700_3505,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,10,2019Q4,576.96,2307.84,0.11,Repeat,3,3094.270784,18.03,Small
10306,30,117.19,5,3515.7,10/14/2019,October,10,2019,0,Shipped,Ships,99,S700_3962,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,10,2019Q4,703.14,2812.56,0.32,Repeat,3,3094.270784,23.44,Medium
10306,35,59.51,6,2082.85,10/14/2019,October,10,2019,0,Shipped,Ships,54,S72_3212,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,10,2019Q4,416.57,1666.28,0.27,Repeat,3,3094.270784,11.9,Small
10332,46,95.13,15,4375.98,11/17/2019,November,11,2019,34,Shipped,Vintage Cars,102,S18_1342,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,11,2019Q4,875.196,3500.784,0.14,Repeat,3,3094.270784,19.03,Medium
10332,27,89.89,16,2427.03,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,53,S18_1367,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,485.406,1941.624,0.53,Repeat,3,3094.270784,17.98,Small
10332,38,84.25,9,3201.5,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,60,S18_2248,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,11,2019Q4,640.3,2561.2,0.43,Repeat,3,3094.270784,16.85,Medium
10332,35,64.69,8,2264.15,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,127,S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,452.83,1811.32,-0.57,Repeat,3,3094.270784,12.94,Small
10332,24,52.67,1,1264.08,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,252.816,1011.264,-1.55,Repeat,3,3094.270784,10.53,Small
10332,26,114.58,17,2979.08,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,62,S18_2957,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,595.816,2383.264,0.57,Repeat,3,3094.270784,22.92,Small
10332,40,39.8,18,1592,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,104,S18_3136,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,318.4,1273.6,-1.09,Repeat,3,3094.270784,7.96,Small
10332,50,146.2,2,7310,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,92,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Large,2019,11,2019Q4,1462,5848,0.5,Repeat,3,3094.270784,29.24,Large
10332,21,165.38,3,3472.98,11/17/2019,November,11,2019,0,Shipped,Classic Cars,71,S18_4933,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,11,2019Q4,694.596,2778.384,0.66,Repeat,3,3094.270784,33.08,Medium
10332,23,56.84,4,1307.32,11/17/2019,November,11,2019,0,Shipped,Classic Cars,73,S24_1046,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,261.464,1045.856,-0.03,Repeat,3,3094.270784,11.37,Small
10332,20,87.96,5,1759.2,11/17/2019,November,11,2019,0,Shipped,Classic Cars,50,S24_1628,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,351.84,1407.36,0.55,Repeat,3,3094.270784,17.59,Small
10332,45,81.91,6,3685.95,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,33,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,11,2019Q4,737.19,2948.76,0.68,Repeat,3,3094.270784,16.38,Medium
10332,26,85.52,10,2223.52,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,44,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,444.704,1778.816,0.59,Repeat,3,3094.270784,17.1,Small
10332,39,86.72,7,3382.08,11/17/2019,November,11,2019,0,Shipped,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,11,2019Q4,676.416,2705.664,0.17,Repeat,3,3094.270784,17.34,Medium
10332,44,42.26,11,1859.44,11/17/2019,November,11,2019,0,Shipped,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,371.888,1487.552,-1.21,Repeat,3,3094.270784,8.45,Small
10332,45,34.19,12,1538.55,11/17/2019,November,11,2019,0,Shipped,Classic Cars,85,S24_3191,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,307.71,1230.84,-0.99,Repeat,3,3094.270784,6.84,Small
10332,31,37.18,13,1152.58,11/17/2019,November,11,2019,0,Shipped,Classic Cars,107,S24_3432,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Small,2019,11,2019Q4,230.516,922.064,-1.3,Repeat,3,3094.270784,7.44,Small
10332,41,77.24,14,3166.84,11/17/2019,November,11,2019,0,Shipped,Vintage Cars,41,S24_3969,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,Uk,Ashworth,Victoria,Medium,2019,11,2019Q4,633.368,2533.472,0.58,Repeat,3,3094.270784,15.45,Medium
10136,25,145.79,2,3644.75,7/4/2018,July,7,2018,,Shipped,Classic Cars,141,S18_1129,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2018,7,2018Q3,728.95,2915.8,0.23,Repeat,3,3271.412105,29.16,Medium
10136,36,146.52,1,5274.72,7/4/2018,July,7,2018,0,Shipped,Classic Cars,142,S18_1984,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2018,7,2018Q3,1054.944,4219.776,0.22,Repeat,3,3271.412105,29.3,Medium
10178,24,145.52,12,3492.48,11/8/2018,November,11,2018,127,Shipped,Classic Cars,136,S10_4757,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2018,11,2018Q4,698.496,2793.984,0.25,Repeat,3,3271.412105,29.1,Medium
10178,42,154.54,4,6490.68,11/8/2018,November,11,2018,0,Shipped,Planes,157,S18_1662,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2018,11,2018Q4,1298.136,5192.544,0.19,Repeat,3,3271.412105,30.91,Medium
10178,41,81.72,10,3350.52,11/8/2018,November,11,2018,0,Shipped,Ships,86,S18_3029,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2018,11,2018Q4,670.104,2680.416,0.16,Repeat,3,3271.412105,16.34,Medium
10178,48,112.22,9,5386.56,11/8/2018,November,11,2018,0,Shipped,Vintage Cars,105,S18_3856,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2018,11,2018Q4,1077.312,4309.248,0.25,Repeat,3,3271.412105,22.44,Medium
10178,34,80.84,5,2748.56,11/8/2018,November,11,2018,0,Shipped,Planes,68,S24_2841,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2018,11,2018Q4,549.712,2198.848,0.33,Repeat,3,3271.412105,16.17,Small
10178,27,73.64,6,1988.28,11/8/2018,November,11,2018,0,Shipped,Vintage Cars,65,S24_3420,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2018,11,2018Q4,397.656,1590.624,0.29,Repeat,3,3271.412105,14.73,Small
10178,21,72.12,11,1514.52,11/8/2018,November,11,2018,0,Shipped,Vintage Cars,83,S24_3816,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2018,11,2018Q4,302.904,1211.616,0.08,Repeat,3,3271.412105,14.42,Small
10178,30,72.33,3,2169.9,11/8/2018,November,11,2018,0,Shipped,Planes,68,S24_3949,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2018,11,2018Q4,433.98,1735.92,0.25,Repeat,3,3271.412105,14.47,Small
10178,34,96.86,8,3293.24,11/8/2018,November,11,2018,0,Shipped,Ships,90,S700_2047,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2018,11,2018Q4,658.648,2634.592,0.26,Repeat,3,3271.412105,19.37,Medium
10178,22,87.75,1,1930.5,11/8/2018,November,11,2018,0,Shipped,Planes,99,S700_2466,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2018,11,2018Q4,386.1,1544.4,0.1,Repeat,3,3271.412105,17.55,Small
10178,45,76.25,2,3431.25,11/8/2018,November,11,2018,0,Shipped,Planes,74,S700_4002,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2018,11,2018Q4,686.25,2745,0.22,Repeat,3,3271.412105,15.25,Medium
10178,45,51.15,7,2301.75,11/8/2018,November,11,2018,0,Shipped,Planes,49,S72_1253,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2018,11,2018Q4,460.35,1841.4,0.23,Repeat,3,3271.412105,10.23,Small
10397,32,80.55,5,2577.6,3/28/2020,March,3,2020,506,Shipped,Ships,86,S700_1938,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2020,3,2020Q1,515.52,2062.08,0.15,Repeat,3,3271.412105,16.11,Small
10397,22,66.5,4,1463,3/28/2020,March,3,2020,0,Shipped,Ships,72,S700_2610,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2020,3,2020Q1,292.6,1170.4,0.13,Repeat,3,3271.412105,13.3,Small
10397,48,108.18,3,5192.64,3/28/2020,March,3,2020,0,Shipped,Ships,100,S700_3505,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2020,3,2020Q1,1038.528,4154.112,0.26,Repeat,3,3271.412105,21.64,Medium
10397,36,105.27,2,3789.72,3/28/2020,March,3,2020,0,Shipped,Ships,99,S700_3962,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,2020,3,2020Q1,757.944,3031.776,0.25,Repeat,3,3271.412105,21.05,Medium
10397,34,62.24,1,2116.16,3/28/2020,March,3,2020,0,Shipped,Ships,54,S72_3212,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small,2020,3,2020Q1,423.232,1692.928,0.31,Repeat,3,3271.412105,12.45,Small
10280,24,116.67,1,2800.08,8/17/2019,August,8,2019,,Shipped,Trucks And Buses,116,S18_1097,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,2019,8,2019Q3,560.016,2240.064,0.2,Repeat,2,3019.038261,23.33,Small
10280,50,104.79,9,5239.5,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,102,S18_1342,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,8,2019Q3,1047.9,4191.6,0.22,Repeat,2,3019.038261,20.96,Medium
10280,27,57.68,8,1557.36,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,53,S18_1367,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,2019,8,2019Q3,311.472,1245.888,0.26,Repeat,2,3019.038261,11.54,Small
10280,26,141.1,16,3668.6,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,170,S18_1749,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,8,2019Q3,733.72,2934.88,0.04,Repeat,2,3019.038261,28.22,Medium
10280,25,62.96,15,1574,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,60,S18_2248,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,2019,8,2019Q3,314.8,1259.2,0.24,Repeat,2,3019.038261,12.59,Small
10280,37,128.4,13,4750.8,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,127,S18_2325,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,8,2019Q3,950.16,3800.64,0.21,Repeat,2,3019.038261,25.68,Medium
10280,22,202.5,10,4455,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,168,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,8,2019Q3,891,3564,0.34,Repeat,2,3019.038261,40.5,Medium
10280,46,111.44,3,5126.24,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,101,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,8,2019Q3,1025.248,4100.992,0.27,Repeat,2,3019.038261,22.29,Medium
10280,43,68.71,5,2954.53,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,62,S18_2957,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,2019,8,2019Q3,590.906,2363.624,0.28,Repeat,2,3019.038261,13.74,Small
10280,29,103.67,4,3006.43,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,104,S18_3136,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,8,2019Q3,601.286,2405.144,0.2,Repeat,2,3019.038261,20.73,Medium
10280,34,102.19,7,3474.46,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,99,S18_3320,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,8,2019Q3,694.892,2779.568,0.22,Repeat,2,3019.038261,20.44,Medium
10280,35,105.83,17,3704.05,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,92,S18_4409,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,8,2019Q3,740.81,2963.24,0.3,Repeat,2,3019.038261,21.17,Medium
10280,20,28.88,12,577.6,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,33,S24_1937,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,2019,8,2019Q3,115.52,462.08,0.09,Repeat,2,3019.038261,5.78,Small
10280,45,47.49,11,2137.05,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,44,S24_2022,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,2019,8,2019Q3,427.41,1709.64,0.26,Repeat,2,3019.038261,9.5,Small
10280,33,41.85,14,1381.05,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,41,S24_3969,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,2019,8,2019Q3,276.21,1104.84,0.22,Repeat,2,3019.038261,8.37,Small
10280,21,78.89,6,1656.69,8/17/2019,August,8,2019,0,Shipped,Vintage Cars,97,S24_4258,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,2019,8,2019Q3,331.338,1325.352,0.02,Repeat,2,3019.038261,15.78,Small
